date,description,latitude,longitude,location,sources,time,Comments,category,New
2022-03-12,"Date of discovery: 12 March 2022
City/ Town/ Village: Izyum

Residential building collapsed as a result of strike. At least 52 people reported dead.",49.197831,37.277518,,['sources227'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-12,"Date of discovery:12 March 2022
City/ Town/ Village:Hoholiv, Kyiv Region

Fish processing factory destroyed by missile",50.523182,30.983082,,['sources237'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-12,"Date of discovery:12 March 2022
City/ Town/ Village:Mykolaiv

Cluster munition strike in residential area.",47.01638,32.000487,,['sources238'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-12,"Date of discovery:12 March 2022
City/ Town/ Village:Brovary

Food warehouse struck.",50.528701,30.847491,,['sources239'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-12,"Date of discovery: 12 March 2022
City/ Town/ Village:Mariupol

Large crater in what appears to be residential area.",47.106422,37.516061,,['sources240'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-12,"Date of discovery: 12 March 2022
City/ Town/ Village: Popasna

Use of Incendiaries, possibly thermite.",48.643172,38.403331,,['sources241'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-13,"Date of discovery:13 March 2022
City/ Town/ Village:Saltivka, Kharkiv

Multiple Launch Rocket System barrage onto northern Kharkiv, video shows both the launch and impact.",50.037167,36.347795,,['sources244'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-13,"Date of discovery:13 March 2022
City/ Town/ Village:Kharkiv

What appears to be CCTV depicting Multiple Launch Rocket System impacting in central Kharkiv at night.",49.984777,36.238149,,['sources250'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-13,"Date of discovery: 13 March 2022
City/ Town/ Village:Sviatogorsk Lavra

Explosion damage to dormitories and church building at Svyatohirsk Lavra Monastery where refugees were sleeping. Reports of several wounded.",49.028373,37.566533,,['sources242'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-13,"Date of discovery:13 March 2022
City/ Town/ Village:Moschun, Kyiv

Widespread damage caused to village. Unclear if a result of fighting.",50.614717,30.292116,,['sources243'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-13,"Date of discovery: 13 March 2022
City/ Town/ Village:Mykolaiv

Cluster munition strike which killed and wounded multiple people. Vice documentary.",47.01268,31.997083,,['sources245'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-14,"Date of discovery: 14 March 2022
City/ Town/ Village:Kalmiuskyi district, Mariupol

Craters indicating strikes on heavy industrial facilities. Craters visible.",47.173635,37.555096,,['sources253'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-14,"Date of discovery: 14 March 2022
City/ Town/ Village:Mykolaiv

2 x cargo warheads impacted in Mykolaiv zoo. Direction of origin appears to be to the East.",46.95761,32.036305,,['sources249'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-14,"Date of discovery: 14 March 2022
City/ Town/ Village:Kharkiv

Heavy damage to pink apartment block, reportedly on Freedom St.",50.003036,36.237578,,['sources247'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-14,"Date of discovery: 14 March 2022
City/ Town/ Village:Kramatorsk

Large crater and damage in what appears to be a residential area.",48.720916,37.511522,,['sources246'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-14,"Date of discovery:14 March 2022
City/ Town/ Village:Kharkiv

Fire in what appears to be residential buildings.",50.034454,36.345757,,['sources251'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-14,"Date of discovery: 14 March 2022
Province: Kyiv Oblast
City/Town/Village: Kyiv

At least one killed in strike on residential apartment block in Obolon district.",50.522629,30.486276, Kyiv Oblast  Kyiv,['sources860'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-14,"Date of discovery:14 March 2022
City/ Town/ Village: Kharkiv

Residential buildings damaged by an explosion.",49.984352,36.35136,,['sources255'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-14,"Date of discovery:03/14/2022
City/ Town/ Village:Rivne

Strike on TV mast and station, reports of 20 fatalities.",50.5992,26.42011,,['sources248'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-14,"Date of discovery:14 March 2022
City/ Town/ Village:Kharkiv

Multiple videos of what appears to be cluster munitions impacting a commercial area.",49.993436,36.22078,,['sources252'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-14,"Date of discovery:14 March 2022
City/ Town/ Village:Kharkiv

Local pumping station damaged by strike in Saltivka",50.004422,36.358122,,['sources254'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-15,"Date of discovery: 15 March 2022
City/ Town/ Village:Mykolaiv

9M525 with the yellow nose, cargo warhead and unexploded 9N210 or 9N235 submunitions recovered.",46.941135,32.038235,,['sources380'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-15,"Date of discovery:15 March 2022
City/ Town/ Village:Kyiv

Residential building suffered damage. Crater visible, diameter approx 5m. https://twitter.com/michaelh992/status/1504720686039851009?s=20&t=B0KQtVbiAtUyNidZX-jVRg",50.501995,30.449287,,['sources256'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-15,"Date of discovery:15 March 2022
City/ Town/ Village:Svyatoshyns'kyi district, Kyiv

Heavy damage to residential building. Large crater visible.",50.457284,30.343357,,['sources257'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-15,"Date of discovery:03/15/2022
City/ Town/ Village:Mariupol

Large crater in what appears to be a residential area, just behind a supermarket.",47.13024,37.559636,,['sources258'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-15,"Date of discovery:15 March 2022
City/ Town/ Village:Kharkiv

Two cargo warheads for rocket-launched cluster munition impacted in paved road next to the central market.
https://twitter.com/marksnoeck/status/1503826296773746694",49.992987,36.222981,,['sources259'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-16,"Date of discovery: 16 March 2022
Province: Donetsk Oblast
City/Town/Village: Mariupol

The Russian bombing of the Donetsk Academic Regional Drama Theater in Mariupol on March 16 stands out as the single deadliest known attack against civilians to date with only 23 survivors and 600 dead.",47.096066,37.548603, Donetsk Oblast  Mariupol,['sources814'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-16,"Date of discovery:16 March 2022
City/ Town/ Village:Kharkiv

[graphic: bodies] Two bodies lying in street. What may be a crater is visible.",49.982057,36.353785,,['sources261'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-16,"Date of discovery:16 March 2022
City/ Town/ Village:Kharkiv

[graphic: body] Explosion in vicinity of person filming from car, next to ice hockey rink. Burning vehicle further to north appears to have a single fatality lying next to it.",49.988001,36.340323,,['sources260'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-16,"Date of discovery:03/16/2022
City/ Town/ Village:Vinnytsia

TV tower reportedly hit by strike.",49.241217,28.423551,,['sources262'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-16,"Date of discovery: 16 March 2022 
Province: Kharkiv Oblast
City/Town/Village: Kharkiv

Local shop on fire after Russian military strike likely artillery strike.",50.022909,36.339813, Kharkiv Oblast  Kharkiv,['sources859'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-17,"Date of discovery:17 March 2022
City/ Town/ Village:Merefa, Kharkiv

What appear to be fragments of a cruise missile, reportedly after a strike which impacted a school. 

https://twitter.com/tincazzi/status/1504449807196295168?s=20&t=TmvTFhqAE3YwJ_ggUARKSg",49.81725,36.054694,,['sources263'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-17,"Date of discovery:17 March 2022
City/ Town/ Village:Kharkiv

Report of the opening of an investigation into a market struck on the 17th March. May be incident CIV0405. Barabashova Market
https://t.me/truexanewsua/37344",50.000756,36.299775,,['sources264'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-17,"Date of discovery: 17 March 2022
City/ Town/ Village: Kherson

Cargo warhead clearly visible at 00:28.",46.806113,32.265175,,['sources265'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-17,"Date of discovery: 17 March 2022
City/ Town/ Village:Kharkiv

School damaged by explosion.",49.976591,36.200946,,['sources266'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-18,"Date of discovery:18 March 2022
City/ Town/ Village:Kharkiv

Homes destroyed by explosion.",49.988041,36.245537,,['sources269'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-18,"Date of discovery:03/18/2022
City/ Town/ Village:Mariupol

Strikes on industrial area.",47.104517,37.589405,,['sources268'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-18,"Date of discovery:18 March 2022
City/ Town/ Village:Kyiv

Explosion in residential area damages buildings.",50.528684,30.365467,,['sources270'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-18,"Date of discovery:18 March 2022
City/ Town/ Village:Kharkiv

Damage to a residential building. A ""higher educational institution"" was also reported to be damaged. The National Academy of the National Guard is immediately to the east of this location.",49.989901,36.25703,,['sources267'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-19,"Date of discovery:19 March 2022
City/ Town/ Village:Chernihiv

Large fire in Chernihiv industrial district reportedly after shelling.",51.469385,31.25735,,['sources272'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-19,"Date of discovery:19 March 2022
City/ Town/ Village:Makariv, Kyiv

Reports of deaths and injuries caused by a strike on a residential and administrative area.
https://t.me/kievreal1/14051",50.461327,29.811002,,['sources271'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-20,"Date of discovery:20 March 2022
City/ Town/ Village:Kyiv

Very large detonation in Kyiv, appearing to hit the Retroville shopping mall. CCTV videos show small flash before larger detonation. Source 19 shows what appear to be green-painted trucks under this building. Other open sources …",50.502264,30.417336,,['sources275'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-20,"Date of discovery:03/20/2022
City/ Town/ Village:Mariupol

Widespread destruction in residential area.",47.11691,37.524025,,['sources274'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-20,"Date of discovery: 20 March 2022 
Province: Kharkiv Oblast
City/Town/Village: Kharkiv 

Missile or artillery strike on a residential area.",49.983428,36.327175, Kharkiv Oblast  Kharkiv ,['sources858'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-20,"Date of discovery: 20 March 2022
City/ Town/ Village:Mariupol

School no. 66 heavily damaged.",47.103769,37.553122,,['sources273'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-20,"Date of discovery:20 March 2022
City/ Town/ Village:Kharkiv

Rocket motor and a submunition, which appears to be either 9N210 or 9N235 removed from residential home.",49.864835,36.1404,,['sources276'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-21,"Date of discovery: 21 March 2022 
Province: Donetsk Oblast
City/Town/Village: Adiivka

Aprox. 15 residential buildings destroyed in a strike.",48.140036,37.736745, Donetsk Oblast  Adiivka,['sources857'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-21,"Date of discovery: 21 March 2022 
Province: Sumy Oblast

Ammonia industrial facility damaged by strike.",50.861709,34.906519, Sumy Oblast ,['sources856'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-21,"Date of discovery: 21 March 2022
City/ Town/ Village:Mariupol

Crater in the ground in Mariupol",47.119206,37.518714,,['sources279'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-21,"Date of discovery: 21 March 2022
City/ Town/ Village: Mykolaiv

Mental Health Center reportedly hit in a strike. Large crater, approx 5m diameter, visible.",46.97319,32.017079,,['sources278'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-21,"Date of discovery:03/21/2022
City/ Town/ Village:Mariupol

Multiple residential blocks on fire, reportedly after strikes.",47.101366,37.634827,,['sources280'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-21,"Date of discovery: 21 March 2022
City/ Town/ Village:Mykolaiv

News footage of widespread damage to residential buildings. One building with very significant damage.",46.97228,32.002463,,['sources281'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-21,"Date of discovery: 21 March 2022
City/ Town/ Village: Mariupol

Widespread destruction to residential area. Large crater.",47.103264,37.534183,,['sources282'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-21,"Date of discovery:03/21/2022
City/ Town/ Village: Mariupol

Drone footage of widespread destruction to a residential area.",47.098194,37.633464,,['sources283'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-21,"Date of discovery: 21 March 2022
City/ Town/ Village:Kharkiv

Rocket cargo section embedded in pavement near residential area.",50.038541,36.245226,,['sources284'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-21,"Date of discovery: 21/03/2022
City/ Town/ Village:Kherson

Individuals shot and injured in Kherson, reportedly at a peaceful protest.",46.640197,32.614716,,['sources277'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery: 22 March 2022
City/ Town/ Village:Schastya

Shelling of a residential area in the village of Peredelskoye near Schastya.",48.7507,39.182216,,['sources297'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery: 22 March 2022
City/ Town/ Village:Donbas

Damage to a power plant in Donbas.",48.747557,39.261767,,['sources298'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery: 22 March 2022
City/ Town/ Village:Kyiv

Possible use of incendiaries on the outskirts of Kyiv.",50.571763,30.279152,,['sources299'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery:22 March 2022
City/ Town/ Village:Merefa, Kharkiv

Rocket motor impacted in patio next to garden fence.",49.806165,36.070546,,['sources300'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery: 22 March 2022
City/ Town/ Village:Kharkiv

Damaged building near train station.",50.017508,36.185651,,['sources294'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery: 22 March 2022
City/ Town/ Village: Kharkiv

Rocket motor embedded in llama enclosure, reportedly Kharkiv zoo.",50.103333,36.267439,,['sources293'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery: 22 March 2022
Province: Kharkiv Oblast
City/Town/Village: Kharkiv, Shevchenkivskyi district

Two residential buildings and a playground destroyed by strike.",50.040068,36.226239," Kharkiv Oblast  Kharkiv, Shevchenkivskyi district",['sources855'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery:22 March 2022
City/ Town/ Village:Kharkiv

School destroyed by explosion and fire.",50.01043,36.285868,,['sources289'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery: 22 March 2022
City/ Town/ Village:Mariupol

Mariupol airport damaged by explosions.",47.077747,37.458624,,['sources291'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery:03/22/2022
City/ Town/ Village:Lozovaya

Widespread damage in residential area.",48.891986,36.298041,,['sources290'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery: 22 March 2022
City/ Town/ Village:Mariupol

Residential building showing signs of fire.",47.111935,37.522973,,['sources288'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery:22 March 2022
City/ Town/ Village:Mariupol

Residential building damaged by explosions.",47.086391,37.520373,,['sources287'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery:22 March 2022
City/ Town/ Village:Mariupol

Residential building damaged by explosions.",47.068644,37.483978,,['sources286'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery:03/22/2022
City/ Town/ Village:
Poltava

Residential building on fire; others damaged in explosions.",47.100353,37.653901,,['sources285'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery:22 March 2022
City/ Town/ Village:Kharkiv

Kindergarten #109 in Kyiv District, Kharkiv damaged.",50.036329,36.356585,,['sources295'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery: 22 March 2022
City/ Town/ Village:Cheryomushki Primorsky district, Mariupol

Damage and burn marks to residential buildings.",47.067413,37.482784,,['sources292'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-22,"Date of discovery:03/22/2022
City/ Town/ Village:Mariupol

Drone footage of building with explosion, reportedly at the department of mechanization.",47.125855,37.666107,,['sources296'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-23,"Date of discovery:23 March 2022
City/ Town/ Village:Chernihiv

The bridge over Desna river was reportedly destroyed.",51.458341,31.300378,,['sources301'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-23,"Date of discovery:23 March 2022
City/ Town/ Village:Kyiv

Damage to a residential building in the Shevchenkivskyi district.",50.471605,30.403002,,['sources302'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-23,"Date of discovery: 23 March 2022
City/ Town/ Village:Mykolaiv

Guided 9M544/9M549 landed near residential areas.",46.950486,32.032563,,['sources303'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-23,"Date of discovery: 23 March 2022
City/ Town/ Village:Mariupol

Aftermath of shelling in Mariupol. Second video, presence of graves.",47.099801,37.523574,,['sources304'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-24,"Date of discovery: 24 March 2022
City/ Town/ Village:Okhtyrka

Cargo warhead impacted in children's playground. Report notes 20 people wounded and one killed.",50.309573,34.873982,,['sources311'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-24,"Date of discovery:24 March 2022
City/ Town/ Village:Kharkiv

What look like commercial buildings damaged by explosion.",49.972622,36.228771,,['sources312'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-24,"Date of discovery: 24 March 2022
City/ Town/ Village: Zolochiv
Destruction of what appear to be residential buildings.",50.27618,35.975901,,['sources310'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-24,"Date of discovery: 24 March 2022
City/ Town/ Village: Rubizhne

The church of the blessed matron of Moscow reportedly damaged by shelling.",49.02017,38.362518,,['sources309'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-24,"Date of discovery:24 March 2022
City/ Town/ Village:Mykolaiv

9M54-series guided cluster missile recovered from residential area.",46.948511,32.033289,,['sources308'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-24,"Date of discovery: 24 March 2022
City/ Town/ Village:Kharkiv

Collapsed residential building.",49.196946,37.277872,,['sources307'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-24,"Date of discovery:24 March 2022
City/ Town/ Village:Kharkiv

A queue of people, reportedly waiting for humanitarian aid, hit by what appears to have been a rocket motor. Fragments of a rocket are visible in source 2. Small crater visible. Cargo warhead and another rocket motor recovered f…",50.005954,36.314947,,['sources306'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-24,"Date of discovery: 24 March 2022
City/ Town/ Village:Irpen

Central House of Culture of Irpen reportedly destroyed by shelling.",50.533503,30.233161,,['sources305'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-24,"Date of discovery: 24 March 2022 
Province: Kharkiv Oblast
City/Town/Village: Kharkiv

Kharkiv National University of Civil Engineering and Architecture hit by Russian strike.",49.999941,36.235044, Kharkiv Oblast  Kharkiv,['sources854'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-24,"Date of discovery: 24 March 2022
City/ Town/ Village: Kharkiv

Munition remnant embedded in pavement of parking lot.",50.020498,36.239983,,['sources313'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-25,"Date of discovery: 25 March 2022 
Province: Kharkiv Oblast
City/Town/Village: Osnovyansky 

Russian military strikes Kharkiv Hospital No. 1, causing the deaths of 4 civilians and wounding another 12.",49.927498,36.256398, Kharkiv Oblast  Osnovyansky ,['sources853'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-25,"Date of discovery: 25 March 2022
City/ Town/ Village:Mykolaiv

Widespread damage, including submunition craters and embedded cargo warhead in residential area.",46.86592,32.014169,,['sources408'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-26,"Date of discovery: 26 March 2022
City/ Town/ Village:Izyum, Kharkiv Oblast

[Graphic: Body visible] Destruction to buildings, one reportedly a hospital.",49.190957,37.278426,,['sources316'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-26,"Date of discovery: 26 March 2022
City/ Town/ Village:Izyum

Destroyed buildings and the presence of graves.",49.188346,37.278133,,['sources315'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-26,"Date of discovery: 26 March 2022
City/Town/Village: Kharkiv

Artillery fire has damaged the Drobytsky Yar Holocaust memorial statue.",49.932311,36.439195,,['sources317'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-26,"Date of discovery: 26 March 2022
City/ Town/ Village:Lviv

Strike on oil depot.",49.859362,24.055318,,['sources314'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-27,"Date of discovery: 27 March 2022
Province: Odessa
City/Town/Village: Odessa

It was reported that on 27th of March 2022 the city of Odessa came under fire from Russian mortars from the 2S23 ""Nona-SVK""  - Soviet era 120mm self-propelled mortars. From Serhii Bratchuk, spokesman for the Odessa military administration",46.479138,30.727742, Odessa  Odessa,['sources843'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-27,"Date of discovery:27 March 2022
City/ Town/ Village:Kharkiv

School damaged by explosion.",50.005608,36.352651,,['sources318'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-28,"Date of discovery:28 March 2022
City/ Town/ Village:Chernihiv

Chernihiv water treatment plant suffered damage after shelling.
https://kyivindependent.com/chernihiv-left-without-water-after-russian-strikes/",51.452662,31.233521,,['sources356'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-28,"Date of discovery:28 March 2022
City/ Town/ Village:

Unexploded 9N210 or 9N235 submunition and cargo warhead recovered.",50.022088,36.372189,,['sources319'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-29,"Date of discovery:03/29/2022
City/ Town/ Village:Mariupol

Apartment block on fire, reportedly the aftermath of shelling.",47.105785,37.642168,,['sources323'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-29,"Date of discovery: 29 March 2022
City/ Town/ Village:Kharkiv

Damage to a residential area, near a school",50.041061,36.35823,,['sources325'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-29,"Date of discovery: 29 March 2022
City/ Town/ Village:Mariupol

Burnt apartment block, reportedly the aftermath of a shelling.",47.1161,37.521186,,['sources324'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-29,"Date of discovery:03/29/2022
City/ Town/ Village:Mariupol

Damage to residential buildings.",47.127326,37.675976,,['sources326'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-29,"Date of discovery:29 March 2022
City/ Town/ Village: Kharkiv

Destruction to what was reportedly an ""architectural monument"" and the Zalopanskaya fire department.",49.97202,36.228743,,['sources322'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-29,"Date of discovery:29 March 2022
City/ Town/ Village:Chernihiv

Destruction to buildings in a civilian area",51.493886,31.2944,,['sources321'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-29,"Date of discovery: 29 March 2022
City/ Town/ Village:Mykolaiv

Building of the Mykolaiv regional administration destroyed in strike. 12 people reported to have been killed.",46.97431,31.996866,,['sources320'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-30,"Date of discovery: 30 March 2022
City/ Town/ Village:Mariupol

ICRC with Red Cross painted on roof was attacked. ICRC stated that no ICRC staff had been present since 15th March.",47.098235,37.567275,,['sources327'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-30,"Date of discovery: 30 March 2022
City/ Town/ Village: Lysychansk

Destruction to residential buildings",48.861611,38.488764,,['sources328'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-30,"Date of discovery: 30 March 2022
City/ Town/ Village:Mariupol

Vifania church destroyed",47.145081,37.618651,,['sources329'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-30,"Date of discovery: 30 March 2022
Province: Sumy
City/ Town/ Village: Trostyanets

Shelling on Trostenetka central district hospital by Russian tank squad.",50.474626,34.922309, Sumy  Trostyanets,['sources330'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-31,"Date of discovery: 31 March 2022
City/ Town/ Village: Mala Rogan

Multiple destroyed civilian cars due to shelling. Casualties have been reported.",49.913404,36.480987,,['sources331'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-03-31,"Date of discovery: 31 March 2022
City/ Town/ Village: Shestakove

An Agromol dairy farm has been bombed. There were 1,000 cows on the farm prior to the bombing, and only a handful survived.",50.079095,36.619776,,['sources332'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-04-01,"Date of discovery:01 April 2022
City/ Town/ Village:Kharkiv

Unexploded 9N210 or 9N235 submunition.",50.021923,36.341202,,['sources334'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-04-02,"Date of discovery: 02 April 2022
City/ Town/ Village: Kharkiv

122mm HE rocket barrage struck Gorky Park.",50.017452,36.240513,,['sources336'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-04-03,"Date of discovery:03 April 2022
City/ Town/ Village:Odessa

Oil depot destroyed in strike",46.517609,30.717606,,['sources338'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-04-03,"Date of Discovery: 3 April 2022
Province: Donetsk Oblast
City/Town/Village: Dmytrivka 

The road near the Dmytrivka village on the Kyiv - Zhytomyr highway is littered with corpses of Ukrainian Civilians targeted by Russian ground and air forces.",50.440187,30.148282, Donetsk Oblast  Dmytrivka ,['sources813'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-04-03,"Date of discovery: 03 April 2022
City/ Town/ Village:Mykolaiv

Area around an oncology hospital was attacked while MSF staff were visiting at approx 15.30. They reported seeing one dead body and several others injured while leaving. They also reported that a pediatric hospital, 300 meters a…",46.944265,32.045972,,['sources337'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-04-04,"Date of discovery:04 April 2022
City/ Town/ Village:Mykolaiv

CCTV of children's hospital being struck.",46.94073,32.045064,,['sources341'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-04-04,"Date of discovery: 04 April 2022
City/ Town/ Village:Mykolaiv

Rocket motor impacted into parked car.",46.950069,32.021044,,['sources342'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-04-04,"Date of Discovery: 04 April 2022
Province: Mykolaiv Oblast
City/Town/Village: Mykolaiv

Local Mykolaiv media reports the cluster munitions landed in a heavily populated district near a bus stop. 10 people are reported to have been killed and 48 injured.",46.973381,31.998154, Mykolaiv Oblast  Mykolaiv,['sources816'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-04-04,"Date of discovery: 4 April 2022 
Province: Mykolaiv Oblast
City/Town/Village: Mykolaiv 

Shopping area hit by cluster munition strike. Multiple casualties evident in imagery. 10 killed, 40 wounded.",46.942613,32.054789, Mykolaiv Oblast  Mykolaiv ,['sources852'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-04-04,"Date of discovery:04 April 2022
City/ Town/ Village:Vasyshcheve, Kharkiv

Church damaged in attack - associated image shows what appears to be an ODAB 500 air-dropped bomb.",49.830019,36.331692,,['sources359'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-04-04,"Date of discovery:04 April 2022
City/ Town/ Village:Borodyanka

Destruction to residential buildings",50.640764,29.92111,,['sources348'],00:00,,Aerial and Artillery strikes targeting the civilian population,
